"cliente_sk","nome_cliente","cognome_cliente","citta","regione","data_ultimo_ordine","data_primo_ordine","numero_ordini","fatturato_totale","scontrino_medio","importo_massimo_ordine","totale_prodotti_acquistati","num_prodotti_distinti","num_categorie_distinte"
8022,"Simone","Crispi","Sampeyre","Liguria","2025-08-16","2024-07-10","6","5500.12","550.0120000000000000","909.52","11","9","7"
8023,"Victoria","Casarin","Carro","Sardegna","2025-11-09","2023-11-25","7","10270.24","933.6581818181818182","3248.94","19","10","7"
8024,"Gianpaolo","Pacetti","Borgaria Di Narni","Piemonte","2025-11-13","2024-06-01","4","9729.08","884.4618181818181818","1949.36","13","9","5"
8025,"Arturo","Lollobrigida","Ragazzola","Emilia-Romagna","2025-05-05","2024-01-07","7","11372.28","874.7907692307692308","2455.70","16","11","7"
8026,"Giuseppina","Parri","Massarosa","Lombardia","2025-07-07","2025-07-07","1","2402.00","800.6666666666666667","859.64","5","3","3"
8027,"Paride","Micca","Borgo Velino","Lazio","2025-09-16","2024-03-24","5","10871.10","836.2384615384615385","1797.95","14","11","7"
8028,"Roman","Toso","Belpasso","Sardegna","2024-10-17","2023-12-29","3","6426.21","1071.0350000000000000","1671.34","8","6","5"
8029,"Agostino","Regge","Traverde","Emilia-Romagna","2025-10-29","2023-11-18","6","6508.38","723.1533333333333333","1113.24","9","9","6"
8030,"Gionata","Antonelli","Brusciana","Veneto","2025-07-25","2023-12-19","6","13002.54","928.7528571428571429","2968.84","17","14","6"
8031,"Venancio","Bellocchio","Pietrara","Sardegna","2025-06-15","2024-01-08","7","6454.59","537.8825000000000000","1303.57","14","9","6"
8032,"Telemaco","Moresi","Borgo Carso","Emilia-Romagna","2025-10-10","2024-06-21","5","12285.04","1365.0044444444444444","3551.31","13","7","6"
8033,"Gionata","Ritacca","Piattoni","Friuli-Venezia Giulia","2025-07-31","2023-12-23","4","6303.50","787.9375000000000000","1484.42","8","8","4"
8034,"Romolo","Verga","Urbania","Friuli-Venezia Giulia","2025-07-08","2023-11-20","5","8132.17","903.5744444444444444","1625.56","14","7","5"
8035,"Durante","Cendron","Petrizia","Molise","2025-02-02","2023-12-09","4","5231.85","523.1850000000000000","998.86","13","8","6"
8036,"Ferdinando","Sraffa","Polizzi Generosa","Molise","2025-05-01","2023-12-06","10","20190.61","917.7550000000000000","2728.56","28","19","8"
8037,"Nadia","Battaglia","Borgo Sacco","Umbria","2025-10-17","2024-04-30","5","14846.75","989.7833333333333333","1484.42","18","14","7"
8038,"Stefano","Lussu","Santa Caterina Valfurva","Valle d'Aosta","2025-10-03","2024-08-19","2","11009.20","1223.2444444444444444","2607.14","14","9","5"
8039,"Pellegrino","Donati","Riscone","Molise","2025-08-05","2024-09-02","3","3130.14","782.5350000000000000","1172.87","4","4","4"
8040,"Livio","Giunti","Mosso","Umbria","2025-10-28","2023-12-18","2","2791.09","558.2180000000000000","1056.14","6","5","5"
8041,"Giorgio","Bragadin","Veggia","Valle d'Aosta","2025-03-12","2024-02-18","4","7628.74","953.5925000000000000","1425.18","9","8","5"
8042,"Cirillo","Duse","Ischia Porto","Umbria","2025-07-18","2024-07-21","6","10433.62","802.5861538461538462","2286.82","15","11","7"
8043,"Alina","Borsiere","Sant'Angelo A Scala","Puglia","2025-01-19","2024-08-01","3","1574.98","393.7450000000000000","876.03","4","4","3"
8044,"Donatello","Treves","Castelluccio Valmaggiore","Lombardia","2025-03-29","2024-04-02","6","15719.24","924.6611764705882353","2184.38","21","15","7"
8045,"Lodovico","Schicchi","Vernante","Liguria","2025-11-15","2023-12-01","8","16634.35","875.4921052631578947","2630.60","25","15","7"
8046,"Marisa","Lombroso","Laterza","Basilicata","2025-11-12","2024-03-08","9","20532.15","1026.6075000000000000","2924.05","24","16","7"
8047,"Armando","Poerio","Frisa","Piemonte","2025-10-07","2024-04-25","6","14483.10","1034.5071428571428571","2607.14","17","13","7"
8048,"Valeria","Brugnaro","Borghetto San Nicolo'","Campania","2025-09-12","2023-11-29","4","6341.99","1268.3980000000000000","2559.03","8","5","3"
8049,"Giacomo","Cheda","Oppido Lucano","Veneto","2025-07-12","2023-12-10","8","12115.18","757.1987500000000000","1997.72","17","15","8"
8050,"Camillo","Olivetti","Urgnano","Sicilia","2025-11-09","2024-03-12","8","9707.82","882.5290909090909091","2982.80","13","11","6"
8051,"Stefania","Munari","Capri Leone","Basilicata","2025-08-31","2024-05-13","7","8915.78","685.8292307692307692","1484.42","15","10","7"
8052,"Giuliano","Sagese","Sutrio","Campania","2024-11-20","2024-02-01","3","5271.69","753.0985714285714286","1425.18","8","7","5"
8053,"Giuseppe","Nicolini","Crenna","Calabria","2025-04-13","2024-05-01","6","10632.31","1181.3677777777777778","3491.04","14","8","5"
8054,"Ezio","Malacarne","Robassomero","Molise","2025-10-17","2023-11-26","3","3431.09","686.2180000000000000","1335.98","5","5","4"
8055,"Bernardo","Fogazzaro","Branca","Veneto","2025-03-22","2024-01-18","5","6497.23","649.7230000000000000","1220.68","10","10","7"
8056,"Telemaco","Garzoni","Marano Vicentino","Emilia-Romagna","2025-07-13","2024-01-15","4","8955.14","814.1036363636363636","2578.92","15","10","5"
8057,"Romina","Mastroianni","Querceto","Sicilia","2025-10-12","2024-02-25","6","10415.40","801.1846153846153846","3339.72","16","12","8"
8058,"Elmo","Cianciolo","Brittoli","Sicilia","2025-10-27","2025-01-27","5","10863.25","1207.0277777777777778","2057.66","11","8","5"
8059,"Lando","Silvestri","Lograto","Friuli-Venezia Giulia","2025-10-27","2024-04-12","7","19401.05","1293.4033333333333333","4453.26","18","12","7"
8060,"Annalisa","Mazzocchi","Stazione Masotti","Basilicata","2024-08-26","2024-03-17","2","2888.60","962.8666666666666667","1143.41","3","3","2"
8061,"Giulietta","Vanvitelli","Palazzo Del Pero","Sicilia","2025-08-09","2023-11-29","7","15556.22","818.7484210526315789","2345.74","23","17","8"
8062,"Maria","Maglio","Falicetto","Piemonte","2025-07-27","2024-01-16","10","16508.67","786.1271428571428571","1587.77","22","20","8"
8063,"Sonia","Zecchini","Acquedolci","Basilicata","2025-11-07","2024-09-20","4","9144.13","914.4130000000000000","2518.64","15","7","5"
8064,"Gianfrancesco","Antonetti","Lipomo","Puglia","2025-10-08","2025-02-08","4","13128.29","1193.4809090909090909","3141.94","15","10","7"
8065,"Raimondo","Telesio","Ginosa","Veneto","2025-10-08","2023-12-30","8","13479.98","792.9400000000000000","1484.42","19","17","8"
8066,"Raffaele","Vigorelli","Corgeno","Lazio","2025-11-06","2024-07-08","6","11316.60","870.5076923076923077","2009.06","15","13","8"
8067,"Raffaele","Ruggieri","Casalduni","Toscana","2025-11-09","2024-01-25","5","6957.12","993.8742857142857143","1425.18","8","6","5"
8068,"Lucrezia","Cavanna","San Sebastiano Da Po","Sicilia","2025-07-08","2025-02-19","2","5353.69","1338.4225000000000000","2607.14","5","4","3"
8069,"Monica","Caironi","Rocca Di Papa","Piemonte","2025-09-25","2024-01-22","4","8672.34","667.1030769230769231","1425.18","14","10","7"
8070,"Eraldo","Munari","Malgesso","Valle d'Aosta","2025-05-14","2023-12-31","6","7434.72","826.0800000000000000","1484.42","11","9","5"
8071,"Flavio","Gradenigo","Alessano","Sardegna","2024-12-23","2024-06-29","3","6213.61","887.6585714285714286","1878.06","8","6","4"
8072,"Giovanna","Salvini","Monte Ortobene","Basilicata","2025-10-12","2024-01-03","5","9893.94","989.3940000000000000","2200.68","14","10","7"
8073,"Marcella","Canetta","Brendola","Marche","2025-01-10","2023-12-13","7","10225.26","681.6840000000000000","1711.12","17","10","7"
8074,"Orazio","Bembo","Papariano","Puglia","2025-11-02","2023-11-18","6","20133.70","1184.3352941176470588","3339.72","20","13","7"
8075,"Irma","Casadei","Buonalbergo","Marche","2025-10-20","2025-04-09","2","3061.26","612.2520000000000000","1238.39","7","5","5"
8076,"Pier","Vasari","Ghemme","Lombardia","2025-04-10","2024-09-25","2","2394.62","798.2066666666666667","1425.18","3","3","3"
8077,"Marta","Ferraris","Lavaiano","Lombardia","2025-11-04","2023-11-22","3","4461.87","743.6450000000000000","1706.02","7","6","5"
8078,"Puccio","Folliero","Trenzano","Lombardia","2025-08-30","2024-12-04","4","5470.45","607.8277777777777778","1113.24","10","8","6"
8079,"Bianca","Argento","Leonessa","Emilia-Romagna","2025-06-23","2024-03-28","8","13058.98","816.1862500000000000","1719.28","18","13","6"
8080,"Veronica","Manolesso","Cavagnolo","Molise","2025-05-29","2024-04-18","5","13091.33","1636.4162500000000000","4275.54","12","8","4"
8081,"Irma","Falcone","Cortenuova","Toscana","2025-10-23","2024-04-07","9","15610.07","975.6293750000000000","2630.60","22","14","8"
8082,"Panfilo","Balotelli","Nave","Campania","2025-07-21","2023-12-14","6","12179.05","936.8500000000000000","3166.75","16","11","6"
8083,"Ranieri","Cafarchia","Pinerolo","Basilicata","2025-07-04","2024-02-16","5","11088.75","1008.0681818181818182","1671.34","13","9","6"
8084,"Jolanda","Gaiatto","Somaglia","Lazio","2025-09-23","2024-05-14","6","11927.28","851.9485714285714286","2286.82","15","12","7"
8085,"Melina","Tolentino","Cupra Marittima","Valle d'Aosta","2025-06-10","2023-12-02","5","11155.55","929.6291666666666667","2367.54","14","11","6"
8086,"Goffredo","Vigliotti","Alberone","Veneto","2025-03-19","2024-02-17","5","4231.58","604.5114285714285714","1303.57","8","7","5"
8087,"Lucio","Ficino","San Pierino","Marche","2025-07-16","2024-06-12","7","5923.90","592.3900000000000000","1315.30","10","9","6"
8088,"Romina","Adinolfi","Coazze","Campania","2024-12-03","2024-02-27","5","13829.73","1257.2481818181818182","3945.90","15","9","6"
8089,"Giacobbe","Manunta","Pozzaglio","Friuli-Venezia Giulia","2025-09-21","2024-01-29","6","5133.59","513.3590000000000000","1284.93","10","7","5"
8090,"Livia","Asprucci","Abetone","Liguria","2024-09-14","2024-09-14","1","4056.04","1352.0133333333333333","2569.86","4","3","3"
8091,"Adamo","Marangoni","Foggia","Piemonte","2025-09-08","2024-01-02","4","7040.71","704.0710000000000000","1315.30","10","8","6"
8092,"Matteo","Chittolini","Torri","Veneto","2025-07-27","2023-11-24","8","16476.77","915.3761111111111111","2569.86","20","15","7"
8093,"Lucia","Brenna","Caselette","Molise","2025-10-07","2025-07-12","2","1306.09","653.0450000000000000","1082.98","2","2","2"
8094,"Nino","Rusticucci","Mediglia","Liguria","2025-07-05","2024-06-09","4","6796.62","970.9457142857142857","1484.42","7","6","3"
8095,"Pier","Beffa","Pitelli","Piemonte","2025-06-05","2023-12-08","7","23509.25","1306.0694444444444444","4230.60","24","16","8"
8096,"Michelangelo","Pignatti","Rocca Imperiale","Liguria","2025-03-18","2024-02-25","6","13749.68","1249.9709090909090909","4453.26","14","7","6"
8097,"Margherita","Riccardi","Ferentino Stazione","Lazio","2025-11-02","2024-06-21","3","3624.13","724.8260000000000000","1238.39","5","5","5"
8098,"Nedda","Sinisi","Agliate","Trentino-Alto Adige","2025-05-11","2024-08-08","5","9900.82","900.0745454545454545","2226.48","14","10","6"
8099,"Lucrezia","Jacuzzi","Alfonsine","Sardegna","2025-05-01","2024-09-22","4","12907.40","1173.4000000000000000","2316.50","14","10","6"
8100,"Sebastiano","Grimani","Ponte A Signa","Lazio","2025-06-13","2024-06-06","5","9556.91","1061.8788888888888889","3248.94","12","8","5"
8101,"Camilla","Alboni","Pian Camuno","Lombardia","2025-08-10","2024-03-27","6","6450.87","645.0870000000000000","2226.48","13","9","6"
8102,"Camillo","Faugno","Montefano","Sicilia","2025-02-22","2023-12-19","6","13459.53","841.2206250000000000","2226.48","20","14","8"
8103,"Lorenzo","Strangio","Tiglio","Marche","2025-08-06","2024-01-17","6","6259.43","695.4922222222222222","1325.60","12","9","5"
8104,"Veronica","Dovara","Isola Della Scala","Friuli-Venezia Giulia","2025-10-26","2023-11-26","8","11630.19","775.3460000000000000","1819.04","20","12","5"
8105,"Vanessa","Tremonti","Faggeto Lario","Veneto","2025-06-11","2024-04-07","6","16886.75","1206.1964285714285714","4275.54","19","12","6"
8106,"Leonardo","Gabbana","Vendoglio","Molise","2025-07-11","2024-02-02","9","18566.55","1160.4093750000000000","3518.61","24","14","8"
8107,"Gilberto","Zacchia","Bagni Di Lucca Ponte","Sardegna","2025-03-12","2024-06-26","6","10718.91","1190.9900000000000000","3166.75","13","7","6"
8108,"Cristina","Riccati","Agra","Puglia","2025-06-11","2023-12-31","6","13813.07","1062.5438461538461538","2968.84","17","10","5"
8109,"Vincenza","Piccio","Stroncone","Marche","2024-11-14","2024-01-29","4","5845.42","730.6775000000000000","1220.68","8","8","5"
8110,"Giada","Iannuzzi","Torre Del Moro","Lazio","2025-06-15","2023-12-15","6","12371.35","1374.5944444444444444","3248.94","13","8","4"
8111,"Griselda","Scarpetta","Caluso","Emilia-Romagna","2025-10-15","2024-07-14","4","10437.41","869.7841666666666667","3854.79","19","12","6"
8112,"Ugolino","Mannoia","Orfengo","Calabria","2025-10-18","2023-12-14","6","7032.62","703.2620000000000000","1484.42","11","9","7"
8113,"Enrico","Cristoforetti","Fornero","Basilicata","2025-04-12","2024-06-17","5","12698.02","846.5346666666666667","2651.20","18","13","6"
8114,"Elvira","Lovato","Gangi","Trentino-Alto Adige","2025-11-04","2023-12-13","5","3451.28","575.2133333333333333","998.86","9","5","4"
8115,"Alberico","Natta","Cunevo","Toscana","2025-03-12","2023-11-25","9","12306.10","769.1312500000000000","1425.18","20","14","7"
8116,"Beppe","Doglioni","Rosciolo Dei Marsi","Valle d'Aosta","2025-05-11","2025-02-05","2","3739.85","534.2642857142857143","1029.07","7","6","4"
8117,"Simonetta","Pepe","Barano D'Ischia","Basilicata","2025-10-31","2024-06-19","4","7191.47","898.9337500000000000","2165.96","10","6","5"
8118,"Salvi","Udinesi","Marina Di Castellaneta","Abruzzo","2025-10-22","2023-12-17","4","7671.91","958.9887500000000000","2345.74","11","8","6"
8119,"Agnolo","Pirelli","Venaria Reale","Lombardia","2025-11-01","2024-03-21","6","15565.54","1037.7026666666666667","2559.03","22","14","7"
8121,"Clelia","Salvini","Gagliano Del Capo","Piemonte","2025-07-24","2024-03-02","6","11994.33","1199.4330000000000000","2236.01","13","10","6"
8122,"Gianmarco","Ginesio","Petersberg","Lazio","2024-10-10","2024-01-16","2","3649.04","912.2600000000000000","1484.42","6","4","3"
8123,"Mariana","Malipiero","San Clemente Di Caserta","Calabria","2025-05-03","2024-07-20","3","7024.69","1170.7816666666666667","2345.74","8","6","4"
8124,"Annalisa","Guariento","Bettolle","Friuli-Venezia Giulia","2025-10-13","2024-12-20","3","5466.70","1093.3400000000000000","3005.75","7","5","5"
8125,"Ronaldo","Chiaramonte","Villareggia","Basilicata","2025-10-22","2024-03-28","7","12553.41","1046.1175000000000000","3491.04","17","11","7"
8126,"Antonia","Lollobrigida","Talava'","Lombardia","2025-10-15","2023-12-13","4","9668.20","966.8200000000000000","1719.28","14","9","6"
8127,"Michele","Avogadro","Revignano","Puglia","2025-10-01","2024-01-13","5","10152.64","780.9723076923076923","1484.42","13","11","6"
8128,"Laura","Gentilini","Montemerlo","Emilia-Romagna","2024-11-08","2024-11-08","1","458.80","229.4000000000000000","246.85","2","2","1"
8129,"Lamberto","Bernardi","Angellara","Trentino-Alto Adige","2025-05-30","2024-09-11","3","4125.78","1031.4450000000000000","2728.56","6","4","4"
8130,"Mariano","Grassi","Carenno","Sicilia","2025-10-18","2024-05-17","3","6482.93","810.3662500000000000","1484.42","8","7","5"
8131,"Adelasia","Borzomì","Cava","Calabria","2025-06-24","2024-01-23","3","6763.36","1127.2266666666666667","2316.50","9","6","4"
8132,"Serafina","Bembo","Domo","Toscana","2025-09-09","2023-11-27","6","8662.87","721.9058333333333333","1220.68","12","9","6"
8134,"Giovanna","Acerbi","Osteria Del Gatto","Sicilia","2025-08-03","2024-08-23","8","19322.31","1136.6064705882352941","3945.90","24","13","8"
8135,"Agnolo","Campise","Campodarsego","Piemonte","2025-10-30","2024-01-26","4","15760.62","1970.0775000000000000","3945.90","13","7","5"
8136,"Sante","Pellico","Mussons","Calabria","2025-10-15","2023-11-23","6","11669.82","777.9880000000000000","2607.14","20","12","7"
8137,"Angelina","Trapanese","Calavorno","Liguria","2025-05-01","2024-02-13","5","12315.35","947.3346153846153846","1484.42","14","10","6"
8138,"Rosina","Filippini","Valvori","Friuli-Venezia Giulia","2025-09-08","2024-01-30","5","8632.12","863.2120000000000000","1819.04","12","9","6"
8139,"Donna","Torlonia","Atrani","Liguria","2025-05-28","2024-01-04","6","8616.17","861.6170000000000000","1584.21","14","9","6"
8140,"Aurora","Pizzetti","San Giorio","Emilia-Romagna","2025-07-03","2024-01-12","9","15577.95","1038.5300000000000000","1706.02","18","12","7"
8141,"Rosalia","Donatoni","Albare' Stazione","Sardegna","2025-10-04","2023-11-24","6","15021.21","1001.4140000000000000","2968.84","18","13","8"
8142,"Marco","Cipolla","Quarantoli","Veneto","2025-07-25","2024-03-26","4","2037.01","339.5016666666666667","853.01","6","5","4"
8143,"Claudia","Napolitano","Cismon Del Grappa","Friuli-Venezia Giulia","2025-08-10","2024-10-20","4","9510.43","1188.8037500000000000","2569.86","12","7","4"
8144,"Filippa","Santorio","Belpasso","Campania","2025-05-26","2024-03-22","7","7446.90","620.5750000000000000","1284.93","15","10","7"
8145,"Antonietta","Viviani","Patrignone","Puglia","2025-09-30","2023-12-03","5","11171.67","1117.1670000000000000","2968.84","15","10","7"
8147,"Melissa","Catenazzi","Grimaldi","Liguria","2025-11-03","2024-10-17","10","16240.67","812.0335000000000000","2850.36","21","17","8"
8148,"Nicoletta","Trevisani","Bulgaria","Calabria","2024-01-09","2023-11-23","3","9037.71","1506.2850000000000000","2165.96","8","4","3"
8149,"Ciro","Bernardini","Umbriatico","Abruzzo","2024-04-27","2024-01-08","3","2750.54","687.6350000000000000","1410.20","4","4","4"
8150,"Filippo","Babato","Quercioli","Lazio","2025-11-04","2024-10-26","5","16204.73","1350.3941666666666667","3380.28","17","12","5"
8151,"Federico","Nosiglia","Bivio Santa Cecilia","Sicilia","2025-09-29","2024-01-25","3","4754.63","1188.6575000000000000","1425.18","4","4","3"
8152,"Massimiliano","Ceci","Rua","Abruzzo","2025-01-17","2023-11-30","8","19772.39","1040.6521052631578947","2607.14","26","16","7"
8153,"Danilo","Ariosto","Pontecagnano Faiano","Emilia-Romagna","2025-09-16","2024-12-19","4","5752.05","719.0062500000000000","1584.21","10","7","6"
8154,"Dina","Giusti","Monte Antico Scalo","Lombardia","2025-09-24","2023-12-21","5","11942.85","995.2375000000000000","2003.83","15","12","6"
8155,"Giuseppe","Vasari","Cividate Al Piano","Trentino-Alto Adige","2025-03-08","2024-02-11","4","10471.93","1495.9900000000000000","3430.23","11","7","5"
8156,"Serena","Asprucci","Sant'Angelo","Sardegna","2025-03-22","2024-06-14","6","9173.18","764.4316666666666667","1315.30","13","11","7"
8157,"Ermenegildo","Boaga","Preone","Liguria","2025-08-07","2023-12-16","4","7290.23","1215.0383333333333333","3013.59","8","6","5"
8158,"Ezio","Binaghi","Bucine","Friuli-Venezia Giulia","2025-09-22","2024-07-14","2","4588.75","573.5937500000000000","1420.64","10","8","7"
8159,"Augusto","Ariasso","Bellariva","Lombardia","2025-07-17","2024-02-04","6","5987.09","748.3862500000000000","1425.18","8","7","5"
8160,"Rolando","Capecchi","Rifredi","Campania","2025-09-08","2024-02-04","9","19267.51","963.3755000000000000","2607.14","25","16","8"
8161,"Pasqual","Pellegrini","Alice Bel Colle","Basilicata","2025-06-17","2023-12-30","7","14662.73","916.4206250000000000","2286.82","21","14","8"
8162,"Rosaria","Giannelli","Ceretto Lomellina","Friuli-Venezia Giulia","2025-08-14","2024-03-18","3","3369.12","561.5200000000000000","948.92","6","6","5"
8163,"Fausto","Luna","Gavarno Rinnovata","Puglia","2025-10-20","2023-11-20","6","9972.52","831.0433333333333333","1425.18","13","9","7"
8164,"Nicola","Milanesi","Cassio","Veneto","2025-05-14","2024-02-06","6","10171.45","847.6208333333333333","2850.36","13","10","6"
8165,"Ferdinando","Canevascini","Caulonia Marina","Lazio","2025-10-24","2023-11-18","8","19088.64","1004.6652631578947368","2226.48","24","16","8"
8166,"Giosuè","Salgari","Borgorose","Marche","2025-11-08","2023-11-29","6","10281.63","1028.1630000000000000","3314.22","13","8","6"
8167,"Lamberto","Deledda","Isola Di Ortonovo","Lazio","2025-09-17","2024-05-07","11","20241.21","1065.3268421052631579","4061.76","23","16","7"
8168,"Fiorenzo","Comeriato","Campodazzo","Liguria","2025-10-11","2024-01-25","3","3952.40","988.1000000000000000","2651.20","5","3","3"
8169,"Caterina","Caffarelli","Colico","Toscana","2025-02-24","2024-04-09","5","5756.19","639.5766666666666667","1187.54","9","9","6"
8170,"Fiamma","Moschino","Gropparello","Abruzzo","2025-10-29","2024-01-24","6","10075.04","839.5866666666666667","2559.03","17","10","5"
8171,"Gionata","Traversa","Villaggio Montegrappa","Friuli-Venezia Giulia","2025-09-14","2023-12-18","3","3245.20","540.8666666666666667","1249.54","7","5","3"
8172,"Enzo","Palazzo","Lido Di Savio","Marche","2025-09-27","2024-06-05","3","7849.07","1569.8140000000000000","3430.23","7","5","4"
8173,"Livio","Raurica","Pollella","Campania","2025-03-26","2024-01-26","5","10145.85","922.3500000000000000","3276.57","16","10","5"
8174,"Michela","Giannetti","Gradisca Di Sedegliano","Sicilia","2025-04-20","2024-05-11","3","2811.44","702.8600000000000000","1114.23","4","4","3"
8175,"Mariana","Cuomo","Frassineto Po","Campania","2025-03-21","2024-04-20","3","3217.86","459.6942857142857143","1113.24","7","6","6"
8176,"Franco","Giannetti","Quadrelle","Valle d'Aosta","2024-10-16","2024-08-02","3","4488.51","897.7020000000000000","1711.12","6","5","5"
8177,"Alberto","Aldobrandi","Racines","Umbria","2025-03-23","2025-03-23","1","213.82","213.8200000000000000","213.82","1","1","1"
8178,"Guglielmo","Grassi","Borgo Vittoria","Campania","2025-10-08","2023-12-17","6","12468.92","1385.4355555555555556","3316.49","14","9","6"
8179,"Eliana","Lippomano","Calderino","Valle d'Aosta","2025-05-04","2023-12-27","5","7372.79","921.5987500000000000","1484.42","10","8","7"
8180,"Valentina","Faggiani","Aicurzio","Sicilia","2025-07-13","2024-02-02","5","11427.74","879.0569230769230769","2316.50","17","10","5"
8181,"Claudio","Paolini","Castelli Calepio","Toscana","2025-08-28","2024-07-15","3","2601.90","650.4750000000000000","909.52","4","4","4"
8182,"Luciano","Dalla","Massina","Veneto","2025-10-31","2025-02-20","4","6829.02","853.6275000000000000","1282.66","8","8","4"
8183,"Gemma","Paganini","Bulgarograsso","Marche","2025-09-24","2023-12-25","4","3534.34","706.8680000000000000","1325.60","5","5","4"
8184,"Ludovica","Bosio","Hofern","Lazio","2025-10-23","2025-10-23","1","246.85","246.8500000000000000","246.85","1","1","1"
8185,"Gianpietro","Manolesso","Cambiano","Lazio","2025-09-18","2024-01-18","3","9250.63","1541.7716666666666667","2846.75","10","5","4"
8186,"Mercedes","Virgilio","Orti","Piemonte","2025-01-27","2024-07-04","3","8389.48","838.9480000000000000","2651.20","13","10","5"
8187,"Annibale","Vasari","Ferriera","Valle d'Aosta","2025-11-17","2025-11-17","1","3860.23","1286.7433333333333333","2982.80","5","3","3"
8188,"Cecilia","Barcella","Zuri","Trentino-Alto Adige","2025-09-16","2024-03-11","9","14280.19","793.3438888888888889","2099.01","24","15","7"
8189,"Aria","Gozzi","Joppolo","Marche","2025-07-22","2025-04-03","4","5878.35","839.7642857142857143","1425.18","7","6","5"
8190,"Romeo","Gottardi","Tezze","Campania","2025-06-22","2023-12-16","6","19708.66","1407.7614285714285714","3166.75","19","10","7"
8191,"Donna","Schicchi","Montebello Ionico","Friuli-Venezia Giulia","2025-06-29","2024-08-04","2","1683.40","841.7000000000000000","1484.42","2","2","2"
8192,"Giuliana","Pucci","Santa Sofia","Basilicata","2024-08-22","2024-08-22","1","1876.59","1876.5900000000000000","1876.59","2","1","1"
8193,"Greca","Ferrazzi","Sabbioneta","Friuli-Venezia Giulia","2025-10-25","2024-02-19","6","8178.74","511.1712500000000000","1049.50","18","12","7"
8194,"Ivan","Disdero","Melissano","Lombardia","2025-06-30","2023-12-06","7","13047.23","815.4518750000000000","1484.42","21","13","7"
8195,"Arnulfo","Vergerio","Sant'Eusanio Forconese","Toscana","2025-08-20","2024-04-20","6","12846.09","1284.6090000000000000","2651.20","16","10","7"
8196,"Giampiero","Dalla","Canneto Lipari","Lombardia","2025-11-08","2024-04-30","7","17065.27","1066.5793750000000000","2850.36","19","15","6"
8197,"Baldassare","Rastelli","Tadasuni","Marche","2025-09-06","2024-03-30","7","11713.67","836.6907142857142857","1402.00","16","12","6"
8198,"Michelotto","Capuana","Filci","Campania","2025-06-17","2024-01-21","4","6184.68","1236.9360000000000000","1425.18","5","4","3"
8199,"Greco","Lanfranchi","Villafranca Tirrena","Valle d'Aosta","2024-10-26","2024-08-21","3","11662.51","1166.2510000000000000","2850.36","13","10","7"
8200,"Ramona","Marinetti","Rognano","Lombardia","2025-07-12","2024-02-07","5","12593.71","1144.8827272727272727","2850.36","13","9","7"
8201,"Gabriella","Conte","Faltona","Calabria","2025-10-06","2024-03-25","5","7495.14","749.5140000000000000","1425.18","11","9","5"
8202,"Arturo","Loredan","Salassa","Trentino-Alto Adige","2024-10-17","2024-10-17","1","1392.11","696.0550000000000000","864.04","2","2","2"
8203,"Giancarlo","Malaparte","Monterenzio","Liguria","2025-10-20","2024-04-04","5","12992.85","1624.1062500000000000","2346.43","12","8","4"
8204,"Salvi","Luzi","Pescarolo Ed Uniti","Valle d'Aosta","2025-11-11","2024-07-12","3","2647.61","529.5220000000000000","1193.04","5","5","4"
8205,"Nicola","Gioberti","Sivizzano","Sardegna","2025-01-22","2024-10-31","3","10651.83","1521.6900000000000000","4453.26","11","7","5"
8206,"Orazio","Pederiva","Zovencedo","Valle d'Aosta","2025-09-21","2024-08-27","4","13285.01","1207.7281818181818182","3777.96","16","9","5"
8207,"Gustavo","Cilea","Sirai","Calabria","2025-07-30","2024-01-01","8","15474.43","859.6905555555555556","2441.37","21","14","7"
8208,"Bianca","Petrucelli","Lazzaretto","Abruzzo","2024-06-08","2024-05-15","3","6178.19","882.5985714285714286","1844.28","8","6","5"
8209,"Piergiorgio","Meucci","Lastra A Signa","Lazio","2025-10-26","2024-02-26","4","4688.43","586.0537500000000000","1410.20","8","7","5"
8210,"Antonio","Lamborghini","Bertipaglia","Valle d'Aosta","2025-07-05","2023-12-13","8","9021.19","601.4126666666666667","1410.20","16","12","7"
8211,"Piersanti","Goldstein","Castelchiodato","Campania","2025-09-01","2023-12-11","5","7984.03","998.0037500000000000","2523.51","9","8","5"
8212,"Fiamma","Geraci","Gerre De' Caprioli","Molise","2025-01-31","2024-05-28","4","8202.27","820.2270000000000000","1587.77","11","10","6"
8213,"Gioffre","Volterra","Capo Di Ponte","Basilicata","2025-10-03","2024-12-04","5","13441.68","1120.1400000000000000","4275.54","15","12","6"
8214,"Lisa","Federico","Ponte Sulla Moletta","Sicilia","2025-11-12","2025-10-31","2","4988.18","997.6360000000000000","2850.36","6","5","4"
8215,"Gelsomina","Dovara","Carbonara Di Po","Trentino-Alto Adige","2025-10-09","2023-12-18","8","16185.91","1079.0606666666666667","2569.86","19","14","8"
8216,"Mariano","Anastasi","Soveria Simeri","Lombardia","2025-05-23","2024-09-07","3","5437.57","776.7957142857142857","1587.77","8","7","5"
8217,"Temistocle","Mengolo","Concamarise","Sardegna","2024-10-16","2024-01-29","3","8582.52","1226.0742857142857143","2518.64","10","5","4"
8218,"Raffaella","Coppola","Serrada","Emilia-Romagna","2025-11-08","2024-02-01","10","22598.08","903.9232000000000000","2286.82","28","19","7"
